,機構代碼,權屬別,機構縣市,機構名稱,機構地址,身心障礙牙科特別門診,身心障礙鑑定醫院,急救責任醫院,24小時急診服務,院區,型態別,機構電話,負責人,身心障礙牙科門診掛號電話,女性整合門診,急診電話,設置科別,病床設施,西醫師,中醫師,牙醫師,藥師,藥劑師,護產人員,職能治療師,職能治療生,醫事檢驗師,醫事檢驗生,物理治療師,物理治療生,醫事放射師,醫事放射生,諮商心理師,臨床心理師,語言治療師,聽力師,呼吸治療師,營養師,特約醫院,全年門診人次,全年住院人次,全年急診人次,平均住院日,醫院評鑑結果,教學醫院評鑑結果,醫院評鑑改善事項數,已改善及改善中項數,改善率
40,1536040535.0,私立西醫醫院,臺中市,陽光精神科醫院,臺中市清水區大楊南街98號,否,是,否,否,本院,精神科醫院,04-26202949,賴武賢,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '60'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '190'}, {'項次': '3', '病床名稱': '精神科日間照護', '病床數': '50'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '1'}",5,0,0,5,0,38,4,3,0,0,0,0,0,0,0,4,0,0,0,1,,,,,,,,,,
41,1536040553.0,私立西醫醫院,臺中市,清濱醫院,臺中市清水區港埠路四段195號,否,是,否,否,本院,精神科醫院,04-26283595,趙文聖,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '20'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '180'}, {'項次': '3', '病床名稱': '精神科日間照護', '病床數': '10'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '2'}",4,0,0,2,0,24,3,2,0,0,0,0,0,0,0,2,0,0,0,1,,,,,,,,,,
42,1536060037.0,私立西醫醫院,臺中市,明德醫院,臺中市梧棲區仁美街３３巷５０號,否,否,否,否,本院,醫院,04-26579595,蔡慶儒,否,否,否,"內科, 精神科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '30'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '30'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '4'}",6,0,0,3,0,24,2,0,3,0,3,3,2,0,0,1,0,0,0,1,,,,,,,,,,
43,1536061114.0,私立西醫醫院,臺中市,忠港醫院,臺中市梧棲區文化里中興路49號,否,否,否,否,本院,醫院,04-26580298,蔡文凱,否,否,否,內科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '20'}, {'項次': '2', '病床名稱': '慢性呼吸照護病床', '病床數': '60'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '2'}",5,0,0,3,0,23,0,0,0,0,0,0,1,0,0,0,0,0,3,1,地區醫院,5422.0,902.0,0.0,28.0,醫院評鑑合格（地區醫院）,,,,-%
44,1536100081.0,私立西醫醫院,臺中市,清泉醫院,臺中市大雅區三和里雅潭路四段80號,否,是,是,是,本院,綜合醫院,04-25605600,羅永達,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 泌尿科, 復健科, 麻醉科, 放射診斷科, 急診醫學科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '137'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '10'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '5'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '2'}, {'項次': '5', '病床名稱': '嬰兒床', '病床數': '0'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '37'}, {'項次': '7', '病床名稱': '慢性呼吸照護病床', '病床數': '38'}, {'項次': '8', '病床名稱': '手術台', '病床數': '3'}, {'項次': '9', '病床名稱': '產台', '病床數': '0'}, {'項次': '10', '病床名稱': '(門診)診療室', '病床數': '15'}",33,2,0,10,0,116,4,0,12,0,6,1,9,1,0,0,1,0,2,2,,,,,,,,,,
45,1517061032.0,私立西醫醫院,臺中市,澄清綜合醫院中港分院,臺中市西屯區臺灣大道4段966號,是,是,是,是,本院,綜合醫院,04 24632000,林高德,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 整形外科, 西醫一般科, 牙醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '500'}, {'項次': '2', '病床名稱': '負壓隔離病床', '病床數': '4'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '70'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '20'}, {'項次': '5', '病床名稱': '其它觀察病床', '病床數': '5'}, {'項次': '6', '病床名稱': '嬰兒病床', '病床數': '16'}, {'項次': '7', '病床名稱': '手術恢復床', '病床數': '14'}, {'項次': '8', '病床名稱': '嬰兒床', '病床數': '16'}, {'項次': '9', '病床名稱': '血液透析床', '病床數': '45'}, {'項次': '10', '病床名稱': '亞急性呼吸照護病床', '病床數': '10'}, {'項次': '11', '病床名稱': '慢性呼吸照護病床', '病床數': '40'}, {'項次': '12', '病床名稱': '手術台', '病床數': '15'}, {'項次': '13', '病床名稱': '產台', '病床數': '2'}, {'項次': '14', '病床名稱': '(門診)診療室', '病床數': '33'}, {'項次': '15', '病床名稱': '牙醫治療台', '病床數': '7'}",140,0,3,39,0,658,9,0,40,0,16,0,61,0,1,3,6,2,15,10,,,,,,,,,,
46,1517061032.0,私立西醫醫院,臺中市,澄清綜合醫院中港分院,臺中市西屯區臺灣大道4段966號,是,是,是,是,附設門診(臺中市敬德街8之1號),綜合醫院,04 24632000,林高德,否,是,否,,"{'項次': '1', '病床名稱': '安寧病床', '病床數': '4'}, {'項次': '2', '病床名稱': '精神科日間照護', '病床數': '0'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '1'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,-%
47,1517061032.0,私立西醫醫院,臺中市,澄清綜合醫院中港分院,臺中市西屯區臺灣大道4段966號,是,是,是,是,敬義樓,綜合醫院,04 24632000,林高德,否,是,否,,"{'項次': '1', '病床名稱': '(門診)診療室', '病床數': '14'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,-%
48,1517070031.0,私立西醫醫院,臺中市,友仁醫院,臺中市南屯區五權西路二段197號,否,否,否,否,本院,醫院,04 24739995,許金龍,否,否,否,"家庭醫學科, 內科, 外科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '30'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '手術台', '病床數': '1'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '2'}",3,0,0,3,0,12,0,0,2,0,1,2,1,0,0,0,0,0,1,1,地區醫院,23364.0,87.0,1298.0,12.0,醫院評鑑合格（地區醫院）,,30.0,28.0,100%
49,1517080019.0,私立西醫醫院,臺中市,聯安醫院,臺中市北屯區東山路一段37號,否,否,否,否,本院,醫院,04 22441995,柯貴榮,否,否,否,"家庭醫學科, 內科, 外科, 復健科, 麻醉科, 放射診斷科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '38'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '4', '病床名稱': '血液透析床', '病床數': '15'}, {'項次': '5', '病床名稱': '手術台', '病床數': '2'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '6'}",10,0,0,4,0,40,1,2,6,2,12,2,4,0,0,0,0,0,1,1,,,,,,,,,,
50,1517021074.0,私立西醫醫院,臺中市,臺安醫院,臺中市東區進化路二○三號,否,否,否,否,本院,醫院,04-23602000,蘇主恩,否,否,否,"內科, 兒科, 婦產科, 泌尿科, 麻醉科, 牙醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '41'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '嬰兒病床', '病床數': '16'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '5', '病床名稱': '嬰兒床', '病床數': '38'}, {'項次': '6', '病床名稱': '手術台', '病床數': '2'}, {'項次': '7', '病床名稱': '產台', '病床數': '2'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '13'}, {'項次': '9', '病床名稱': '牙醫治療台', '病床數': '5'}",19,0,1,7,0,77,0,0,9,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,
51,1517030055.0,私立西醫醫院,臺中市,林森醫院,臺中市西區三民里三民路一段一五二號之一,否,否,否,否,本院,醫院,04 22227800,廖光立,否,否,否,"內科, 外科, 骨科, 復健科, 麻醉科, 放射診斷科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '30'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '2'}, {'項次': '3', '病床名稱': '手術台', '病床數': '2'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '3'}",10,0,0,3,0,30,0,0,1,1,4,0,2,0,0,0,0,0,0,0,,,,,,,,,,
52,1517040015.0,私立西醫醫院,臺中市,宏恩醫院,臺中市南區復興路二段38-13號、南平路31-2號1、2、3樓,否,否,否,否,本院,醫院,04-22623123,吳子鈞,否,否,否,"家庭醫學科, 內科, 外科, 復健科, 放射診斷科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '29'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '6'}, {'項次': '3', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '4', '病床名稱': '慢性呼吸照護病床', '病床數': '20'}, {'項次': '5', '病床名稱': '手術台', '病床數': '1'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '2'}",7,0,0,3,0,29,2,1,3,0,2,1,2,0,0,0,0,0,1,1,,,,,,,,,,
53,1517050084.0,私立西醫醫院,臺中市,新亞東婦產科醫院,臺中市北區中清路一段403號、407號1樓,否,否,否,否,本院,醫院,04 22075779,劉銖淇,否,否,否,"兒科, 婦產科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '24'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '嬰兒床', '病床數': '20'}, {'項次': '4', '病床名稱': '手術台', '病床數': '1'}, {'項次': '5', '病床名稱': '產台', '病床數': '1'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '3'}",8,0,0,4,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
54,1517051107.0,私立西醫醫院,臺中市,勝美醫院,臺中市北區五權路480、482號,否,否,否,否,本院,醫院,04-22013333,陳志強,否,否,否,內科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '36'}, {'項次': '2', '病床名稱': '慢性呼吸照護病床', '病床數': '36'}, {'項次': '3', '病床名稱': '手術台', '病床數': '0'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '3'}",6,0,0,2,0,23,0,0,1,0,0,0,1,0,0,0,0,0,3,1,,,,,,,,,,
55,1536120010.0,私立西醫醫院,臺中市,清海醫院,臺中市石岡區金星里石岡街下坑巷四十一之二號,否,是,否,否,本院,精神科醫院,04-25721694,江柏林,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '40'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '208'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '2'}",5,0,0,5,0,35,5,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,,,,,,
56,1536151042.0,私立西醫醫院,臺中市,烏日澄清醫院,臺中市烏日區光明路四一九號,否,否,否,否,本院,醫院,04-23376232,謝俊德,否,是,否,"家庭醫學科, 內科, 骨科, 神經科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '44'}, {'項次': '2', '病床名稱': '血液透析床', '病床數': '14'}, {'項次': '3', '病床名稱': '慢性呼吸照護病床', '病床數': '40'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '4'}",8,0,0,3,0,35,1,0,3,0,3,0,2,0,0,0,1,0,2,1,,,,,,醫院評鑑合格（地區醫院）,,,,-%
57,1536181139.0,私立西醫醫院,臺中市,本堂澄清醫院,臺中市霧峰區中正路718號,否,否,否,否,本院,醫院,04-23390000,楊登文,否,否,否,"內科, 外科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '49'}, {'項次': '2', '病床名稱': '血液透析床', '病床數': '15'}, {'項次': '3', '病床名稱': '慢性呼吸照護病床', '病床數': '30'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '4'}",8,0,0,6,0,41,1,0,4,0,3,0,1,0,0,0,1,0,2,1,,,,,,,,,,
58,1536190076.0,私立西醫醫院,臺中市,賢德醫院,臺中市太平區宜昌路420號,否,是,否,是,本院,綜合醫院,04-22732551,蔡慶賢,否,否,否,"家庭醫學科, 內科, 外科, 兒科, 骨科, 泌尿科, 皮膚科, 復健科, 麻醉科, 放射診斷科, 急診醫學科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '222'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '15'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '3'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '5', '病床名稱': '血液透析床', '病床數': '20'}, {'項次': '6', '病床名稱': '手術台', '病床數': '3'}, {'項次': '7', '病床名稱': '(門診)診療室', '病床數': '8'}",36,0,0,15,0,151,9,1,10,0,6,3,8,0,0,2,2,0,3,5,,,,,,,,,,
59,1536190076.0,私立西醫醫院,臺中市,賢德醫院,臺中市太平區宜昌路420號,否,是,否,是,樹孝,綜合醫院,04-22732551,蔡慶賢,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '50'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '150'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '0'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '1'}",6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,
60,1536200022.0,私立西醫醫院,臺中市,達明眼科醫院,臺中市大里區中興路二段490號,否,否,否,否,本院,醫院,04-24851437,蘇愛玲,否,否,否,"內科, 外科, 眼科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '20'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '慢性呼吸照護病床', '病床數': '0'}, {'項次': '4', '病床名稱': '手術台', '病床數': '2'}, {'項次': '5', '病床名稱': '(門診)診療室', '病床數': '4'}",7,0,0,6,0,14,8,0,1,0,5,0,1,0,0,2,3,0,0,0,地區醫院,84888.0,0.0,11.0,0.0,醫院評鑑合格（地區醫院）,,22.0,17.0,94.4%
61,1536201065.0,私立西醫醫院,臺中市,新菩提醫院,臺中市大里區中興路二段619、621號,否,是,否,否,本院,醫院,04-24829966,徐秀寶,否,否,否,"家庭醫學科, 內科, 外科, 婦產科, 神經科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '40'}, {'項次': '2', '病床名稱': '慢性一般病床', '病床數': '0'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '0'}, {'項次': '5', '病床名稱': '嬰兒床', '病床數': '0'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '20'}, {'項次': '7', '病床名稱': '手術台', '病床數': '0'}, {'項次': '8', '病床名稱': '產台', '病床數': '0'}, {'項次': '9', '病床名稱': '(門診)診療室', '病床數': '4'}",6,0,0,5,0,21,2,0,1,0,2,3,2,0,0,0,0,0,0,0,,,,,,,,,,
62,,私立中醫醫院,臺中市,天心中醫醫院,臺中市豐原區田心里中山路２０６號,否,否,否,否,本院,中醫醫院,04 5275666,呂恭奇,否,否,否,中醫一般科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '12'}, {'項次': '2', '病床名稱': '(門診)診療室', '病床數': '5'}",0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
63,1503290025.0,私立西醫醫院,臺中市,茂盛醫院,臺中市北屯區昌平路一段30-6號（1樓至4樓）,否,否,否,否,本院,醫院,04-22347057,李茂盛,否,否,否,"家庭醫學科, 外科, 兒科, 婦產科, 皮膚科, 麻醉科, 放射診斷科, 放射腫瘤科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '36'}, {'項次': '2', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '3', '病床名稱': '嬰兒病床', '病床數': '6'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '9'}, {'項次': '5', '病床名稱': '嬰兒床', '病床數': '16'}, {'項次': '6', '病床名稱': '手術台', '病床數': '3'}, {'項次': '7', '病床名稱': '產台', '病床數': '1'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '8'}",23,0,0,7,0,116,1,0,14,0,0,0,8,0,0,0,0,0,0,0,,,,,,,,,,
64,1503290025.0,私立西醫醫院,臺中市,茂盛醫院,臺中市北屯區昌平路一段30-6號（1樓至4樓）,否,否,否,否,第二院區,醫院,04-22347057,李茂盛,否,否,否,,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '0'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
65,1517011103.0,私立西醫醫院,臺中市,第一醫院,臺中市中區民族路一八四號,否,否,否,否,本院,醫院,04-22221122,陳焄宗,否,否,否,內科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '12'}, {'項次': '2', '病床名稱': '慢性呼吸照護病床', '病床數': '50'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '3'}",5,0,0,3,0,26,0,0,1,0,0,0,1,0,0,0,0,0,3,1,,,,,,,,,,
66,1517011112.0,私立西醫醫院,臺中市,澄清綜合醫院,臺中市中區平等街139號,否,是,是,是,本院,綜合醫院,04 24632000,周思源,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 復健科, 麻醉科, 放射診斷科, 解剖病理科, 急診醫學科, 整形外科, 牙醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '249'}, {'項次': '2', '病床名稱': '負壓隔離病床', '病床數': '1'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '30'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '10'}, {'項次': '5', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '6', '病床名稱': '嬰兒病床', '病床數': '9'}, {'項次': '7', '病床名稱': '手術恢復床', '病床數': '4'}, {'項次': '8', '病床名稱': '嬰兒床', '病床數': '15'}, {'項次': '9', '病床名稱': '血液透析床', '病床數': '29'}, {'項次': '10', '病床名稱': '手術台', '病床數': '4'}, {'項次': '11', '病床名稱': '產台', '病床數': '2'}, {'項次': '12', '病床名稱': '(門診)診療室', '病床數': '22'}",55,0,2,22,0,252,2,0,17,0,7,0,13,0,0,2,1,0,3,4,,,,,,,,,,
67,1517020040.0,私立西醫醫院,臺中市,台新醫院,臺中市東區振興路439之2號、439之3號及441號,否,否,否,否,本院,醫院,04 22139966,簡伯毅,否,否,否,"家庭醫學科, 內科, 外科, 骨科, 神經科, 泌尿科, 皮膚科, 復健科, 牙醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '27'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '血液透析床', '病床數': '45'}, {'項次': '4', '病床名稱': '手術台', '病床數': '1'}, {'項次': '5', '病床名稱': '(門診)診療室', '病床數': '9'}, {'項次': '6', '病床名稱': '牙醫治療台', '病床數': '4'}",12,0,2,6,0,55,7,0,4,0,10,0,3,0,0,1,4,0,0,1,,,,,,,,,,
68,1503190039.0,私立西醫醫院,臺中市,新太平澄清醫院,臺中市太平區中興路100號,否,否,否,否,本院,醫院,04-22789900,陳敏隆,否,否,否,"內科, 外科, 耳鼻喉科, 復健科, 麻醉科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '44'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '4', '病床名稱': '手術台', '病床數': '1'}, {'項次': '5', '病床名稱': '(門診)診療室', '病床數': '5'}",7,0,0,4,0,23,3,0,2,0,3,2,1,0,0,0,1,0,0,1,,,,,,,,,,
69,1503200012.0,私立西醫醫院,臺中市,霧峰澄清醫院,臺中市大里區成功路55號,否,否,否,否,本院,醫院,04-24922000,許德宗,否,否,否,"家庭醫學科, 內科, 外科, 骨科, 神經科, 泌尿科, 復健科, 麻醉科, 放射診斷科, 急診醫學科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '99'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '6'}, {'項次': '3', '病床名稱': '手術恢復床', '病床數': '3'}, {'項次': '4', '病床名稱': '血液透析床', '病床數': '20'}, {'項次': '5', '病床名稱': '手術台', '病床數': '3'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '10'}",26,0,0,9,0,109,3,0,16,0,7,1,9,0,0,0,2,0,0,1,,,,,,,,,,
70,1503250012.0,私立西醫醫院,臺中市,宏恩醫院龍安分院,臺中市南區德富路145巷2號,否,是,否,否,本院,精神科醫院,04-37017188,沈君傑,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '45'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '139'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '1'}",4,0,0,3,1,32,5,0,0,0,0,0,0,0,0,4,0,0,0,2,,,,,,,,,,
71,1503260018.0,私立西醫醫院,臺中市,臺安醫院雙十分院,臺中市北區雙十路二段29號,否,否,否,否,本院,醫院,(04)22268990,張鈇治,否,否,否,"家庭醫學科, 內科, 外科, 神經科, 泌尿科, 復健科, 放射診斷科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '56'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '4', '病床名稱': '血液透析床', '病床數': '25'}, {'項次': '5', '病床名稱': '慢性呼吸照護病床', '病床數': '20'}, {'項次': '6', '病床名稱': '手術台', '病床數': '1'}, {'項次': '7', '病床名稱': '(門診)診療室', '病床數': '8'}",15,0,0,5,0,78,4,2,8,0,5,2,6,0,0,0,6,0,1,2,,,,,,,,,,
72,1503270014.0,私立西醫醫院,臺中市,澄清復健醫院,臺中市西屯區敬德街8-1號,否,是,否,否,本院,醫院,04-24612366,賴富源,否,否,否,"家庭醫學科, 內科, 外科, 復健科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '65'}, {'項次': '2', '病床名稱': '(門診)診療室', '病床數': '3'}",8,1,0,4,0,31,7,0,2,0,9,0,2,0,0,0,2,0,0,1,,,,,,,,,,
